Personal ID,prolific_pid,age,gender,educ_choice,country,languages,occupation_major,lit_genres_choice,movie_genres_choice,news_freq,news_source_choice,remembered_headlines,num_dc_rem,num_cb_rem,question,clickability,interest,familiarity,credibility,emotion_choice,is_cb,is_descr,is_mystery,is_documentary,topic
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,dc_p1,1,6,5,3,Любопытство,0,1,0,1,politics
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,cb_p2,3,3,4,3,Не вызывает эмоции,1,0,0,1,politics
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,cb_e1,1,1,1,3,Не вызывает эмоции,1,0,0,1,entertainment
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,dc_e2,4,3,2,4,Любопытство,0,1,0,1,entertainment
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,dc_h1,6,5,5,4,Любопытство,0,1,0,1,health
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,cb_h2,2,1,1,4,Не вызывает эмоции,1,0,0,1,health
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,cb_s1,6,7,5,4,Любопытство,1,0,0,1,science
R_3psDJgfXkgOorXS,0,18-24,Женский,Бакалавриат,Қазақстан,Қазақ,Студент,"Фэнтези,Документальная литература,Другое (уточните)","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в день,X,Ничего не запомнилось ,0,0,dc_s2,1,5,5,4,Не вызывает эмоции,0,1,0,1,science
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,dc_p1,6,6,4,5,Любопытство,0,1,1,0,politics
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,cb_p2,3,3,5,4,Не вызывает эмоции,1,0,1,0,politics
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,cb_e1,5,4,3,4,Любопытство,1,0,1,0,entertainment
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,dc_e2,2,2,2,2,Не вызывает эмоции,0,1,1,0,entertainment
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,dc_h1,6,6,6,6,Страх,0,1,1,0,health
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,cb_h2,4,5,2,4,Страх,1,0,1,0,health
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,cb_s1,4,4,5,5,Страх,1,0,1,0,science
R_9M9w0jPDeo8j57C,0,18-24,Женский,Бакалавриат,Казахстан,Русский,Математика,"Научная фантастика,Детектив,Романтика","Научная фантастика,Романтика,Комедия",Раз в день,Instagram,Токаев высказался о часовом поясе,0,1,dc_s2,5,6,4,4,Любопытство,0,1,1,0,science
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,dc_p1,1,1,3,4,Не вызывает эмоции,0,1,0,0,politics
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,cb_p2,6,5,7,5,Любопытство,1,0,0,0,politics
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,cb_e1,1,1,1,1,Не вызывает эмоции,1,0,0,0,entertainment
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,dc_e2,7,7,1,4,Злость,0,1,0,0,entertainment
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,dc_h1,5,5,2,1,Любопытство,0,1,0,0,health
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,cb_h2,5,4,1,4,Страх,1,0,0,0,health
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,cb_s1,6,6,5,5,Злость,1,0,0,0,science
R_2ypnLmD0L8JMVHP,0,18-24,Женский,Магистратура,Казахстан,"Казахский, русский",Инженерный менеджмент ,"Фэнтези,Научная фантастика,Романтика","Романтика,Комедия",Несколько раз в неделю,Instagram,"Найдено дно океана на Марсе Китайским марсоходом, кто такие Казак, В казахстане введут масочный режим в связи с ковид, Токаев предлагает проверять отечественное кино перед прокатом, Токаев высказался о едином часовом поясе, в Семей младенцу выставили диагноз, Трамп говорит, что война закончится",2,1,dc_s2,4,4,3,5,Любопытство,0,1,0,0,science
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,dc_p1,1,1,1,4,Не вызывает эмоции,0,1,0,1,politics
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,cb_p2,1,1,7,7,Не вызывает эмоции,1,0,0,1,politics
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,cb_e1,1,1,1,6,Не вызывает эмоции,1,0,0,1,entertainment
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,dc_e2,1,1,1,5,Не вызывает эмоции,0,1,0,1,entertainment
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,dc_h1,3,1,1,6,Не вызывает эмоции,0,1,0,1,health
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,cb_h2,1,1,1,7,Не вызывает эмоции,1,0,0,1,health
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,cb_s1,6,4,4,7,Любопытство,1,0,0,1,science
R_8vdnYkfU3JMJNJL,0,18-24,Женский,Бакалавриат,Kazakhstan,Kazakh,Civil and Environmental Engineering ,"Романтика,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в неделю,Онлайн новостные сайты (уточните),"Omg Токаев и единый часовой пояс, Трамп и война закончится",1,1,dc_s2,1,1,1,5,Не вызывает эмоции,0,1,0,1,science
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,cb_p1,3,3,4,5,Не вызывает эмоции,1,0,1,0,politics
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,dc_p2,5,5,5,5,Не вызывает эмоции,0,1,1,0,politics
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,dc_e1,6,6,4,5,Любопытство,0,1,1,0,entertainment
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,cb_e2,6,5,6,5,Злость,1,0,1,0,entertainment
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,cb_h1,7,7,7,6,Страх,1,0,1,0,health
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,dc_h2,5,5,3,5,Воодушевление,0,1,1,0,health
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,dc_s1,6,6,5,6,Любопытство,0,1,1,0,science
R_2PZ97wZevJCC6Ov,0,18-24,Женский,Бакалавриат,Казахстан ,"Казахский, русский ",IT Entrepreneurship ,"Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,"Связанное с коронавирусом, потому что это напрямую повлияет на мою жизнь ",0,1,cb_s2,6,6,1,3,Любопытство,1,0,1,0,science
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,cb_p1,3,3,4,4,Злость,1,0,1,0,politics
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,dc_p2,6,6,5,5,Любопытство,0,1,1,0,politics
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,dc_e1,2,2,1,4,Любопытство,0,1,1,0,entertainment
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,cb_e2,4,4,3,3,Любопытство,1,0,1,0,entertainment
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,cb_h1,4,3,2,3,Не вызывает эмоции,1,0,1,0,health
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,dc_h2,4,4,1,7,Другое (уточните),0,1,1,0,health
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,dc_s1,4,5,4,5,Злость,0,1,1,0,science
R_4h0luKoPyqWpGBa,0,18-24,Женский,Бакалавриат,Казахстан,казахский,"World Languages, Literature and Cultures","Фэнтези,Научная фантастика,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"Токаев приказал прекратить дискуссии о смене часового пояса
Трамп поделился разговором с Путином
ВМО сказали что 2024 был самым жарким годом
Ожог новорожденного ребенка с Семея и как его отправили в Астану (сан....) 
Казахстанкие артисты/музыканты не смогли получить награды из-за ограничения Инстаграма",4,1,cb_s2,5,3,1,3,Другое (уточните),1,0,1,0,science
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,cb_p1,3,2,1,4,Не вызывает эмоции,1,0,1,1,politics
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,dc_p2,4,2,2,4,Любопытство,0,1,1,1,politics
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,dc_e1,2,2,4,4,Не вызывает эмоции,0,1,1,1,entertainment
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,cb_e2,1,1,3,3,Не вызывает эмоции,1,0,1,1,entertainment
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,cb_h1,3,3,4,4,Любопытство,1,0,1,1,health
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,dc_h2,5,3,1,3,Страх,0,1,1,1,health
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,dc_s1,4,5,5,5,Любопытство,0,1,1,1,science
R_2g6LzEwPbPDfcuS,0,18-24,Женский,Бакалавриат,Казахстан,Казахский,Биология,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Документальные фильмы",Несколько раз в неделю,Instagram,Глобальное потепление: 2024 год назвали самым жарким ….,1,0,cb_s2,2,4,1,3,Любопытство,1,0,1,1,science
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,dc_p1,7,7,7,4,Любопытство,0,1,1,0,politics
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,cb_p2,1,6,3,2,Злость,1,0,1,0,politics
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,cb_e1,1,1,1,1,Не вызывает эмоции,1,0,1,0,entertainment
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,dc_e2,4,2,3,5,Не вызывает эмоции,0,1,1,0,entertainment
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,dc_h1,7,2,2,2,Не вызывает эмоции,0,1,1,0,health
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,cb_h2,7,7,7,6,Страх,1,0,1,0,health
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,cb_s1,3,1,1,2,Не вызывает эмоции,1,0,1,0,science
R_21JitlRBlanjpfP,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Политология и Международные отношения,"Фэнтези,Детектив,Романтика","Детектив,Романтика,Комедия",Несколько раз в неделю,Instagram,про токаева и часовой пояс,1,0,dc_s2,1,1,1,1,Не вызывает эмоции,0,1,1,0,science
R_1fJzXXEAYRzF3jo,0,18-24,Женский,Бакалавриат,Польша,Казахский,Компьютерные науки,"Фэнтези,Романтика,Комедия","Фэнтези,Романтика,Комедия",Раз в неделю,Instagram,"Заболеваемость COVID-19 выросла - возвращается масочный режим

Единый часовой пояс

Климатические изменения для Казахстана

Что то про группировку Казак

Про предварительную диагностику младенца",1,3,dc_p1,5,3,1,5,Воодушевление,0,1,0,0,politics
R_1fJzXXEAYRzF3jo,0,18-24,Женский,Бакалавриат,Польша,Казахский,Компьютерные науки,"Фэнтези,Романтика,Комедия","Фэнтези,Романтика,Комедия",Раз в неделю,Instagram,"Заболеваемость COVID-19 выросла - возвращается масочный режим

Единый часовой пояс

Климатические изменения для Казахстана

Что то про группировку Казак

Про предварительную диагностику младенца",1,3,cb_p2,5,3,1,5,Не вызывает эмоции,1,0,0,0,politics
R_1fJzXXEAYRzF3jo,0,18-24,Женский,Бакалавриат,Польша,Казахский,Компьютерные науки,"Фэнтези,Романтика,Комедия","Фэнтези,Романтика,Комедия",Раз в неделю,Instagram,"Заболеваемость COVID-19 выросла - возвращается масочный режим

Единый часовой пояс

Климатические изменения для Казахстана

Что то про группировку Казак

Про предварительную диагностику младенца",1,3,cb_e1,4,2,1,1,Не вызывает эмоции,1,0,0,0,entertainment
R_1fJzXXEAYRzF3jo,0,18-24,Женский,Бакалавриат,Польша,Казахский,Компьютерные науки,"Фэнтези,Романтика,Комедия","Фэнтези,Романтика,Комедия",Раз в неделю,Instagram,"Заболеваемость COVID-19 выросла - возвращается масочный режим

Единый часовой пояс

Климатические изменения для Казахстана

Что то про группировку Казак

Про предварительную диагностику младенца",1,3,dc_e2,4,2,1,4,Надежда,0,1,0,0,entertainment
R_1fJzXXEAYRzF3jo,0,18-24,Женский,Бакалавриат,Польша,Казахский,Компьютерные науки,"Фэнтези,Романтика,Комедия","Фэнтези,Романтика,Комедия",Раз в неделю,Instagram,"Заболеваемость COVID-19 выросла - возвращается масочный режим

Единый часовой пояс

Климатические изменения для Казахстана

Что то про группировку Казак

Про предварительную диагностику младенца",1,3,dc_h1,6,4,2,5,Страх,0,1,0,0,health
R_1fJzXXEAYRzF3jo,0,18-24,Женский,Бакалавриат,Польша,Казахский,Компьютерные науки,"Фэнтези,Романтика,Комедия","Фэнтези,Романтика,Комедия",Раз в неделю,Instagram,"Заболеваемость COVID-19 выросла - возвращается масочный режим

Единый часовой пояс

Климатические изменения для Казахстана

Что то про группировку Казак

Про предварительную диагностику младенца",1,3,cb_h2,3,1,1,2,Не вызывает эмоции,1,0,0,0,health
